lemma	pos	meaning	freq_estimate	source
tactil	tactil		1	whitaker
tactio	taction		1	whitaker
taed	taed		4	whitaker
taedi	taedi		5	whitaker
taedifer	taedifer		1	whitaker
taeni	taeni		1	whitaker
taeniol	taeniol		1	whitaker
taeter	taetr		1	whitaker
taetric	taetric		1	whitaker
tagax	tagac		1	whitaker
tal	tal		2	whitaker
talar	talar		1	whitaker
talare	talar		1	whitaker
talari	talari		1	whitaker
tale	tale		1	whitaker
talent	talent		1	whitaker
talio	talion		1	whitaker
taliter	ADV		1	whitaker
talitha	N		1	whitaker
tall	tall		2	whitaker
talp	talp		1	whitaker
tam	ADV		1	whitaker
tamarix	tamaric		1	whitaker
tamdiu	ADV		1	whitaker
tamen	ADV		1	whitaker
tametsi	CONJ		1	whitaker
tamini	tamini		1	whitaker
tamisi	tamisi		1	whitaker
tamquam	CONJ		1	whitaker
tandem	ADV		1	whitaker
tang	tang		1	whitaker
tangens	tangent		1	whitaker
tangibil	tangibil		1	whitaker
tanquam	CONJ		1	whitaker
tant	tant	tantus ... quantus => as much ... as	1	whitaker
tantill	tantill		1	whitaker
tantisper	ADV		1	whitaker
tantopere	ADV		1	whitaker
tantul	tantul		1	whitaker
tantum	ADV		1	whitaker
tantummodo	ADV		1	whitaker
tantundem	ADV		1	whitaker
tapes	tapet		1	whitaker
tapet	tapet		2	whitaker
tapetari	tapetari		1	whitaker
tapete	tapet		1	whitaker
tappete	tappet		1	whitaker
tarandr	tarandr		1	whitaker
taraxac	taraxac		1	whitaker
tard	tard		2	whitaker
tardesc	tardesc		1	whitaker
tardipes	tardiped		1	whitaker
tarditas	tarditat		1	whitaker
tardiuscul	tardiuscul		1	whitaker
tarmes	tarmit		1	whitaker
tarpezit	tarpezit		1	whitaker
tarquini	Tarquini		1	whitaker
tartar	Tartar		2	whitaker
tartare	Tartare		1	whitaker
tat	INTERJ		1	whitaker
taur	taur		1	whitaker
taure	taure		2	whitaker
tauriform	tauriform		1	whitaker
taurin	taurin		1	whitaker
tauromachi	tauromachi		1	whitaker
tax	tax		2	whitaker
taxe	taxe		1	whitaker
taxill	taxill		1	whitaker
taxiraed	taxiraed		1	whitaker
taxiraedari	taxiraedari		1	whitaker
tean	tean		1	whitaker
tebboleth	N		1	whitaker
tebeth	N		1	whitaker
tecel	V		1	whitaker
techin	techin		1	whitaker
techn	techn		1	whitaker
technic	technic		2	whitaker
technocrat	technocrat		1	whitaker
technocrati	technocrati		1	whitaker
technocratic	technocratic		1	whitaker
technologi	technologi		1	whitaker
technologic	technologic		1	whitaker
tect	tect		2	whitaker
tector	tector		1	whitaker
tectori	tectori		2	whitaker
tectoriol	tectoriol		1	whitaker
teg	teg		1	whitaker
tegimen	tegimin		1	whitaker
tegiment	tegiment		1	whitaker
tegmen	tegmin		1	whitaker
tegment	tegment		1	whitaker
tegul	tegul		1	whitaker
tegumen	tegumin		1	whitaker
tegument	tegument		2	whitaker
tel	tel		2	whitaker
telecopi	telecopi		1	whitaker
telecopial	telecopial		1	whitaker
telecopiatr	telecopiatr		1	whitaker
telecustodi	telecustodi		1	whitaker
teleferic	teleferic		1	whitaker
telegraph	telegraph		2	whitaker
telegraphema	telegraphemat		1	whitaker
telegraphi	telegraphi		1	whitaker
telegraphic	telegraphic		1	whitaker
telegraphist	telegraphist		1	whitaker
telehorasis	telehoras		1	whitaker
telepathi	telepathi		1	whitaker
telephon	telephon		2	whitaker
telephonema	telephonemat		1	whitaker
telephonic	telephonic		1	whitaker
telephonist	telephonist		1	whitaker
telescopi	telescopi		1	whitaker
telespectator	telespectator		1	whitaker
televisific	televisific		1	whitaker
televisio	television		1	whitaker
televisor	televisor		1	whitaker
televisori	televisori		1	whitaker
telin	telin		1	whitaker
telis	tel		1	whitaker
tellus	tellur		1	whitaker
telo	telon		1	whitaker
telonari	telonari		2	whitaker
telone	telone		1	whitaker
teloni	teloni		1	whitaker
telonial	telonial		1	whitaker
teloniari	teloniari		1	whitaker
telonic	telonic		1	whitaker
temer	temer		1	whitaker
temerari	temerari		1	whitaker
temere	ADV		1	whitaker
temeritas	temeritat		1	whitaker
temet	temet		1	whitaker
temn	temn		1	whitaker
temo	temon		1	whitaker
temp	temp		1	whitaker
temper	temper		1	whitaker
temperament	temperament		1	whitaker
temperans	temperant		1	whitaker
temperanter	ADV		1	whitaker
temperanti	temperanti		1	whitaker
temperat	temperat		1	whitaker
temperatio	temperation		1	whitaker
temperator	temperator		1	whitaker
temperi	temperi		2	whitaker
tempestas	tempestat		1	whitaker
tempestiv	tempestiv		1	whitaker
tempestuos	tempestuos		1	whitaker
templ	templ		1	whitaker
temporal	temporal		1	whitaker
temporane	temporane		1	whitaker
temporari	temporari		1	whitaker
tempori	temporius		1	whitaker
temporiv	temporiv		1	whitaker
tempt	tempt		1	whitaker
temptabund	temptabund		1	whitaker
temptamen	temptamin		1	whitaker
temptament	temptament		1	whitaker
temptatio	temptation		1	whitaker
temptator	temptator		1	whitaker
tempus	tempor		1	whitaker
temulent	temulent		1	whitaker
temulenti	temulenti		1	whitaker
ten	ten	tenere memoria => remember	2	whitaker
tenacitas	tenacitat		1	whitaker
tenacul	tenacul		1	whitaker
tenax	tenac		2	whitaker
tend	tend		4	whitaker
tendicul	tendicul		1	whitaker
tenebr	tenebr		2	whitaker
tenebrasc	tenebrasc		1	whitaker
tenebresc	tenebresc		1	whitaker
tenebricos	tenebricos		1	whitaker
tenebros	tenebros		1	whitaker
tenell	tenell		1	whitaker
tenellul	tenellul		1	whitaker
tenement	tenement		1	whitaker
tener	tener		1	whitaker
tenerasc	tenerasc		1	whitaker
teneritas	teneritat		1	whitaker
teneritudo	teneritudin		1	whitaker
tenesm	tenesm		1	whitaker
tenetur	tenetur		1	whitaker
teniludi	teniludi		2	whitaker
tenisi	tenisi		1	whitaker
tenor	tenor		1	whitaker
tenorist	tenorist		1	whitaker
tens	tens		1	whitaker
tent	tent		1	whitaker
tentabund	tentabund		1	whitaker
tentamen	tentamin		1	whitaker
tentament	tentament		1	whitaker
tentatio	tentation		1	whitaker
tentigo	tentigin		1	whitaker
tentori	tentori		1	whitaker
tenu	tenu		2	whitaker
tenuicul	tenuicul		1	whitaker
tenuitas	tenuitat		1	whitaker
tenuiter	tenuitius		1	whitaker
tenur	tenur		1	whitaker
tenus	PREP		1	whitaker
tep	tep		1	whitaker
tepefaci	tepefac		1	whitaker
tepefi	tepef		1	whitaker
tepesc	tepesc		1	whitaker
tepid	tepid		1	whitaker
tepidari	tepidari		1	whitaker
tepor	tepor		1	whitaker
ter	ADV		2	whitaker
terci	NUM		1	whitaker
terebenth	terebenth		2	whitaker
terebenthin	terebenthin	(resina) ~ => terpentine	1	whitaker
terebinth	terebinth		3	whitaker
terebinthin	terebinthin		2	whitaker
terebr	terebr		1	whitaker
teredo	teredin		1	whitaker
teres	teret		1	whitaker
terg	terg	terga vertere => flee	4	whitaker
tergemin	tergemin		1	whitaker
tergin	tergin		1	whitaker
tergivers	tergivers		1	whitaker
tergus	tergor		1	whitaker
term	term		1	whitaker
termen	termin		1	whitaker
termes	termit		2	whitaker
termin	termin		2	whitaker
terminal	Terminal		2	whitaker
terminatio	termination		2	whitaker
terminologi	terminologi		1	whitaker
tern	tern		1	whitaker
ternari	ternari		2	whitaker
terr	terr		2	whitaker
terracuber	terracuber		1	whitaker
terraemot	terraemot		1	whitaker
terratenus	ADV		1	whitaker
terre	terre		1	whitaker
terren	terren		1	whitaker
terrester	terrestr		1	whitaker
terrestr	terrestr		1	whitaker
terribil	terribil		1	whitaker
terricul	terricul		1	whitaker
terrific	terrific		2	whitaker
terrigen	terrigen		2	whitaker
terrigin	terrigin		2	whitaker
terriloqu	terriloqu		1	whitaker
territ	territ		1	whitaker
territori	territori		1	whitaker
terror	terror		1	whitaker
terrorism	terrorism		1	whitaker
terrorist	terrorist		1	whitaker
terroristic	terroristic		1	whitaker
ters	ters		1	whitaker
terti	terti		1	whitaker
tertiadeciman	tertiadeciman		1	whitaker
tertian	tertian		3	whitaker
tertiari	tertiari		1	whitaker
tertiat	tertiat		1	whitaker
tertio	ADV		1	whitaker
tertium	ADV		1	whitaker
tertullian	Tertullian		1	whitaker
tesc	tesc		1	whitaker
tesell	tesell		1	whitaker
tesqu	tesqu		1	whitaker
tessell	tessell		1	whitaker
tessellat	tessellat		1	whitaker
tessellatim	ADV		1	whitaker
tesser	tesser		1	whitaker
tesserari	tesserari		1	whitaker
test	test		4	whitaker
testace	testace		1	whitaker
testaci	testaci		1	whitaker
testament	testament		1	whitaker
testamentari	testamentari		2	whitaker
testat	testat		1	whitaker
testatio	testation		1	whitaker
testator	testator		1	whitaker
testatrix	testatric		1	whitaker
teste	teste		1	whitaker
testicul	testicul		1	whitaker
testific	testific		1	whitaker
testimoni	testimoni		1	whitaker
testis	test		2	whitaker
testudinat	testudinat		1	whitaker
testudine	testudine		1	whitaker
testudineat	testudineat		1	whitaker
testudo	testudin		1	whitaker
testul	testul		1	whitaker
tetan	tetan		1	whitaker
tetanic	tetanic		1	whitaker
teter	tetr		1	whitaker
teth	N		1	whitaker
tetrachm	tetrachm		1	whitaker
tetrachord	tetrachord		3	whitaker
tetracord	tetracord		3	whitaker
tetradrachm	tetradrachm		1	whitaker
tetragon	tetragon		2	whitaker
tetragrammaton	N		1	whitaker
tetrameter	tetrametr		1	whitaker
tetrans	tetrant		1	whitaker
tetrao	tetraon		1	whitaker
tetrarch	tetrarch		1	whitaker
tetrarchi	tetrarchi		1	whitaker
tetrard	tetrard		3	whitaker
tetrastyl	tetrastyl		3	whitaker
tetric	tetric		1	whitaker
teucer	Teucr		1	whitaker
teucri	Teucri		1	whitaker
teuton	Teuton		1	whitaker
tex	tex		1	whitaker
text	text		2	whitaker
textil	textil		1	whitaker
textor	textor		1	whitaker
textrin	textrin		1	whitaker
textrix	textric		1	whitaker
textur	textur		1	whitaker
thalam	thalam		1	whitaker
thalassic	thalassic		1	whitaker
thalassin	thalassin		1	whitaker
thall	thall		1	whitaker
thapsi	thapsi		1	whitaker
thaspi	thasp		1	whitaker
thau	N		1	whitaker
the	the		1	whitaker
theatr	theatr		1	whitaker
theatral	theatral		1	whitaker
theatric	theatric		1	whitaker
thec	thec		2	whitaker
thecuit	Thecuit		1	whitaker
thema	themat		1	whitaker
thematic	thematic		1	whitaker
thensaur	thensaur		1	whitaker
thensauri	thensauri		1	whitaker
theocentric	theocentric		1	whitaker
theocrati	theocrati		1	whitaker
theocratic	theocratic		1	whitaker
theodosi	Theodosi		1	whitaker
theolog	theolog		1	whitaker
theologi	theologi		1	whitaker
theologic	theologic		1	whitaker
theoloni	theoloni		1	whitaker
theori	theori		1	whitaker
theoric	theoric		2	whitaker
theosophi	theosophi		1	whitaker
therafin	N		1	whitaker
therapeut	therapeut		1	whitaker
therapi	therapi		1	whitaker
theristr	theristr		1	whitaker
therm	therm		1	whitaker
thermocepic	thermocepic		1	whitaker
thermolagoen	thermolagoen		1	whitaker
thermometr	thermometr		1	whitaker
thermopoli	thermopoli		1	whitaker
thermopot	thermopot		1	whitaker
thermostat	thermostat		1	whitaker
therotrophi	therotrophi		1	whitaker
thesaur	thesaur		1	whitaker
thesauri	thesauri		1	whitaker
thesauriz	thesauriz		1	whitaker
thesis	thes		1	whitaker
thessalonic	Thessalonic		1	whitaker
theurg	theurg		1	whitaker
thias	thias		1	whitaker
thol	thol		1	whitaker
tholic	tholic		1	whitaker
thomas	N		1	whitaker
thorax	thorac		2	whitaker
thraci	Thraci		2	whitaker
thraeci	Thraeci		2	whitaker
thraex	Threac		1	whitaker
thrax	Thrac		1	whitaker
threci	Threci		2	whitaker
thren	Thren		1	whitaker
threx	Threc		1	whitaker
thrombosis	thrombos		1	whitaker
thron	thron		1	whitaker
thunn	thunn		1	whitaker
thus	thur		1	whitaker
thy	thy		1	whitaker
thyi	thyi		1	whitaker
thyin	thyin		1	whitaker
thyisc	thyisc		1	whitaker
thym	thym		2	whitaker
thymateri	thymateri		1	whitaker
thymbr	thymbr		1	whitaker
thymelae	thymelae		1	whitaker
thymelic	thymelic		2	whitaker
thymi	thymi		1	whitaker
thymiama	thymiamat		1	whitaker
thymiamateri	thymiamateri		1	whitaker
thynn	thynn		1	whitaker
thynnari	thynnari		1	whitaker
thyrs	thyrs		1	whitaker
ti	N		1	whitaker
tiar	tiar		2	whitaker
tib	N		1	whitaker
tiberi	Tiberi		1	whitaker
tiberin	Tiberin		2	whitaker
tiberis	Tiber		1	whitaker
tibi	tibi		1	whitaker
tibiale	tibial		1	whitaker
tibicen	tibicin		1	whitaker
tibicin	tibicin		1	whitaker
tigill	tigill		1	whitaker
tign	tign		1	whitaker
tignari	tignari		1	whitaker
tigris	tigr		4	whitaker
tigurin	Tigurin		1	whitaker
tili	tili		1	whitaker
tim	N		2	whitaker
timefact	timefact		1	whitaker
timid	timid		1	whitaker
timide	timidius		1	whitaker
timor	timor		1	whitaker
timorat	timorat		1	whitaker
tin	tin		2	whitaker
tinct	tinct		1	whitaker
tinctil	tinctil		1	whitaker
tine	tine		2	whitaker
ting	ting		1	whitaker
tingu	tingu		1	whitaker
tinni	tinn		1	whitaker
tinniment	tinniment		1	whitaker
tinnit	tinnit		1	whitaker
tinnul	tinnul		1	whitaker
tintin	tintin		1	whitaker
tintinabul	tintinabul		1	whitaker
tintinn	tintinn		1	whitaker
tintinnabul	tintinnabul		1	whitaker
tippul	tippul		1	whitaker
tiro	tiron		1	whitaker
tirocini	tirocini		1	whitaker
tiruncul	tiruncul		1	whitaker
tisan	tisan		1	whitaker
tit	Tit		1	whitaker
titan	Titan		2	whitaker
titi	Titi		3	whitaker
titill	titill		1	whitaker
titillatio	titillation		1	whitaker
titio	tition		2	whitaker
titub	titub		1	whitaker
titubatio	titubation		1	whitaker
titul	titul		2	whitaker
toc	NUM		1	whitaker
toculio	toculion		1	whitaker
tof	tof		1	whitaker
tog	tog		1	whitaker
togat	togat		2	whitaker
togatari	togatari		2	whitaker
togatul	togatul		1	whitaker
togul	togul		1	whitaker
tolenno	tolennon		1	whitaker
toler	toler		1	whitaker
tolerabil	tolerabil		1	whitaker
tolerabiter	tolerabilius		1	whitaker
tolerabund	tolerabund		1	whitaker
tolerans	tolerant		1	whitaker
toleranter	tolerantius		1	whitaker
toleranti	toleranti		1	whitaker
toleratio	toleration		1	whitaker
toll	toll		1	whitaker
tolleno	tollenon		1	whitaker
tolutil	tolutil		1	whitaker
tomacl	tomacl		1	whitaker
tomacul	tomacul		1	whitaker
tomat	tomat		1	whitaker
toment	toment		1	whitaker
tomix	tomic		1	whitaker
tomographi	tomographi		1	whitaker
ton	ton		6	whitaker
tonale	tonal		1	whitaker
tond	tond		1	whitaker
tonell	tonell		3	whitaker
toni	toni		1	whitaker
tonitr	tonitr		1	whitaker
tonitru	tonitru		1	whitaker
tonitrual	tonitrual		1	whitaker
tonn	tonn		1	whitaker
tons	tons		3	whitaker
tonsil	tonsil		1	whitaker
tonsill	tonsill		1	whitaker
tonsor	tonsor		1	whitaker
tonsori	tonsori		1	whitaker
tonstricul	tonstricul		1	whitaker
tonstrin	tonstrin		1	whitaker
tonstrix	tonstric		1	whitaker
tonstrln	tonstrln		1	whitaker
tonsur	tonsur		1	whitaker
toparchi	toparchi		1	whitaker
toparci	toparci		1	whitaker
topaz	topaz		2	whitaker
topazi	topazi		2	whitaker
topazion	topaziont		1	whitaker
toph	toph		1	whitaker
topiari	topiari		2	whitaker
topic	topic		1	whitaker
tor	tor		1	whitaker
toral	toral		1	whitaker
torcul	torcul		2	whitaker
torcular	torcular		1	whitaker
torculari	torculari		3	whitaker
toreuma	toreumat		1	whitaker
toreutic	toreutic		1	whitaker
tormen	tormin		1	whitaker
torment	torment		3	whitaker
tormin	tormin		2	whitaker
torminos	torminos		1	whitaker
torn	torn		2	whitaker
tornat	tornat		1	whitaker
tornatil	tornatil		1	whitaker
tornator	tornator		1	whitaker
tornatur	tornatur		1	whitaker
torneament	torneament		1	whitaker
toros	toros		1	whitaker
torp	torp		1	whitaker
torpedo	torpedin		1	whitaker
torpesc	torpesc		1	whitaker
torpid	torpid		1	whitaker
torpor	torpor		1	whitaker
torqu	torqu		1	whitaker
torquat	torquat		1	whitaker
torques	torqu		1	whitaker
torquis	torqu		1	whitaker
torr	torr		2	whitaker
torrens	torrent		2	whitaker
torresc	torresc		1	whitaker
torrid	torrid		1	whitaker
torris	torr		1	whitaker
torsio	torsion		1	whitaker
tort	tort		2	whitaker
tortil	tortil		1	whitaker
tortitudo	tortitudin		1	whitaker
tortor	tortor		1	whitaker
tortul	tortul		1	whitaker
tortuos	tortuos		1	whitaker
tortur	tortur		1	whitaker
torv	torv		1	whitaker
torvitas	torvitat		1	whitaker
tostr	tostr		1	whitaker
tot	NUM		3	whitaker
total	total		1	whitaker
totalitarism	totalitarism		1	whitaker
totalitaristic	totalitaristic		1	whitaker
totalitas	totalitat		1	whitaker
totaliter	ADV		1	whitaker
totidem	ADJ		1	whitaker
toxic	toxic		2	whitaker
toxicolog	toxicolog		1	whitaker
toxicologi	toxicologi		1	whitaker
toxicologic	toxicologic		1	whitaker
toxicomani	toxicomani		1	whitaker
toxicomaniac	toxicomaniac		1	whitaker
tr	N	tr. pl./tr. mil. => of the people/of the soldiers	2	whitaker
trab	trab		1	whitaker
trabal	trabal		1	whitaker
trabe	trabe		1	whitaker
trabeat	trabeat		1	whitaker
trabes	trab		1	whitaker
trabs	trab		1	whitaker
trabuc	trabuc		1	whitaker
tract	tract		2	whitaker
tractabil	tractabil		1	whitaker
tractal	tractal		1	whitaker
tractat	tractat		2	whitaker
tractatio	tractation		1	whitaker
tractim	ADV		1	whitaker
tractogalat	tractogalat		1	whitaker
trad	trad		1	whitaker
traditio	tradition		1	whitaker
traditional	traditional		1	whitaker
traditionalism	traditionalism		1	whitaker
traditionalist	traditionalist		1	whitaker
traduc	traduc		2	whitaker
traductio	traduction		1	whitaker
traductor	traductor		1	whitaker
tradux	traduc		1	whitaker
traex	Treac		1	whitaker
trafer	trafer		2	whitaker
trag	trag		1	whitaker
tragelaph	tragelaph		2	whitaker
tragic	tragic		1	whitaker
tragicocomoedi	tragicocomoedi		1	whitaker
tragicomic	tragicomic		1	whitaker
tragoed	tragoed		1	whitaker
tragoedi	tragoedi		1	whitaker
tragul	tragul		1	whitaker
trah	trah		2	whitaker
trahe	trahe		1	whitaker
traici	traic		1	whitaker
traiectori	traiectori		1	whitaker
trajan	Trajan	M. Ulpius Traianus => Emperor, 98-117 AD	1	whitaker
traject	Traject		2	whitaker
trajectici	trajectici		1	whitaker
trajectio	trajection		1	whitaker
trajectiti	trajectiti		1	whitaker
trajici	trajic		1	whitaker
tralatici	tralatici		1	whitaker
tralatio	tralation		1	whitaker
tram	tram		1	whitaker
tramen	tramin		1	whitaker
trames	tramit		1	whitaker
tran	tran		1	whitaker
tranquill	tranquill		3	whitaker
tranquillitas	tranquillitat		1	whitaker
trans	PREP		1	whitaker
transabe	transabi		1	whitaker
transactio	transaction		1	whitaker
transactor	transactor		1	whitaker
transadig	transadig		1	whitaker
transalpin	Transalpin		2	whitaker
transcend	transcend		1	whitaker
transcendens	transcendent		1	whitaker
transcendental	transcendental		1	whitaker
transcid	transcid		1	whitaker
transcrib	transcrib		1	whitaker
transcurr	transcurr		2	whitaker
transcurs	transcurs		1	whitaker
transd	transd		1	whitaker
transduc	transduc		2	whitaker
transe	transi		1	whitaker
transenn	transenn		1	whitaker
transeunter	ADV		1	whitaker
transfer	transfer		2	whitaker
transfig	transfig		1	whitaker
transfigur	transfigur		1	whitaker
transflu	transflu		1	whitaker
transfodi	transfod		1	whitaker
transfor	transfor		1	whitaker
transform	transform		2	whitaker
transformatio	transformation		1	whitaker
transfret	transfret		1	whitaker
transfretan	transfretan		1	whitaker
transfug	transfug		1	whitaker
transfugi	transfug		2	whitaker
transfund	transfund		1	whitaker
transfusio	transfusion		2	whitaker
transgradi	transgrad		1	whitaker
transgredi	transgred		1	whitaker
transgress	transgress		1	whitaker
transgressio	transgression		2	whitaker
transgressor	transgressor		1	whitaker
transici	transic		1	whitaker
transig	transig		1	whitaker
transili	transil		1	whitaker
transit	transit		1	whitaker
transitio	transition		1	whitaker
transitori	transitori		2	whitaker
transitorie	ADV		1	whitaker
transjici	transjic		1	whitaker
translat	translat		1	whitaker
translatici	translatici		1	whitaker
translatio	translation		1	whitaker
translativ	translativ		1	whitaker
translator	translator		1	whitaker
transluc	transluc		1	whitaker
translucenti	translucenti		1	whitaker
translucid	translucid		1	whitaker
transmarin	transmarin		1	whitaker
transmaritan	transmaritan		1	whitaker
transme	transme		1	whitaker
transmigr	transmigr		1	whitaker
transmigratio	transmigration		1	whitaker
transmiss	transmiss		1	whitaker
transmissio	transmission		1	whitaker
transmitt	transmitt		1	whitaker
transmodulatr	transmodulatr		1	whitaker
transmontan	transmontan		1	whitaker
transmov	transmov		1	whitaker
transmut	transmut		1	whitaker
transmutabil	transmutabil		1	whitaker
transmutabilitas	transmutabilitat		1	whitaker
transn	transn		1	whitaker
transnat	transnat		1	whitaker
transnavig	transnavig		1	whitaker
transnomin	transnomin		1	whitaker
transoceanic	transoceanic		1	whitaker
transpadan	transpadan		1	whitaker
transparenti	transparenti		1	whitaker
transpect	transpect		1	whitaker
transpici	transpici		1	whitaker
transpiratio	transpiration		1	whitaker
transpit	transpit		1	whitaker
transplant	transplant		2	whitaker
transport	transport		1	whitaker
transrhenan	transrhenan		1	whitaker
transscend	transscend		1	whitaker
transscrib	transscrib		1	whitaker
transspici	transspici		1	whitaker
transtiberin	transtiberin		1	whitaker
transtin	transtin		1	whitaker
transtr	transtr		1	whitaker
transu	transu		1	whitaker
transubstantiatio	transubstantiation		1	whitaker
transult	transult		1	whitaker
transvectio	transvection		1	whitaker
transveh	transveh		1	whitaker
transveni	transven		1	whitaker
transverber	transverber		1	whitaker
transvers	transvers		2	whitaker
transversal	transversal		1	whitaker
transversari	transversari		2	whitaker
transverse	ADV		1	whitaker
transvert	transvert		1	whitaker
transvol	transvol		1	whitaker
transvolit	transvolit		1	whitaker
transvor	transvor		1	whitaker
transvors	transvors		1	whitaker
tranveh	tranveh		1	whitaker
trapet	trapet		2	whitaker
trapetus	trapet		1	whitaker
traumatic	traumatic		1	whitaker
travectio	travection		1	whitaker
travers	travers		1	whitaker
traversari	traversari		2	whitaker
trax	Trac		1	whitaker
trebuchett	trebuchett		1	whitaker
trecent	trecentesim		1	whitaker
trecentensim	NUM		1	whitaker
trecentensum	NUM		1	whitaker
trechedipn	trechedipn		1	whitaker
tredecim	zzz		1	whitaker
trem	trem		1	whitaker
tremebund	tremebund		1	whitaker
tremefaci	tremefac		1	whitaker
tremend	tremend		1	whitaker
tremesc	tremesc		1	whitaker
tremis	tremiss		1	whitaker
tremisc	tremisc		1	whitaker
tremor	tremor		1	whitaker
tremul	tremul		1	whitaker
trepid	trepid		2	whitaker
trepidans	trepidant		1	whitaker
trepidanter	ADV		1	whitaker
trepidatio	trepidation		1	whitaker
trepide	trepidius		1	whitaker
trepiditas	trepiditat		1	whitaker
trestorn	trestorn		1	whitaker
tresvir	tresvir		1	whitaker
treutin	treutin		1	whitaker
trever	Trever		1	whitaker
trex	Trec		1	whitaker
triangul	triangul		2	whitaker
triangular	triangular		1	whitaker
triari	triari		1	whitaker
trias	triad		1	whitaker
trib	trib		1	whitaker
tribas	tribad		1	whitaker
tribol	tribol		1	whitaker
tribrach	tribrach		1	whitaker
tribrachys	tribrachye		1	whitaker
tribrevis	tribrev		1	whitaker
tribu	tribu		1	whitaker
tribual	tribual		1	whitaker
tribuari	tribuari		1	whitaker
tribul	tribul		2	whitaker
tribulatio	tribulation		1	whitaker
tribulis	tribul		1	whitaker
tribun	tribun	~ plebis => tribune of the people; ~ mllitum => so	1	whitaker
tribunal	tribunal		1	whitaker
tribunat	tribunat		1	whitaker
tribunici	tribunici		2	whitaker
tribuniti	tribuniti		2	whitaker
tribut	tribut		2	whitaker
tributari	tributari		1	whitaker
tributim	ADV		1	whitaker
tributio	tribution		1	whitaker
tributor	tributor		1	whitaker
tributori	tributori		3	whitaker
tric	tric		3	whitaker
tricenari	tricenari		1	whitaker
tricenni	tricenni		1	whitaker
tricensim	NUM		1	whitaker
tricensum	NUM		1	whitaker
trichil	trichil		1	whitaker
triclinari	triclinari		1	whitaker
triclini	triclini		1	whitaker
tricliniar	tricliniar		1	whitaker
trico	tricon		1	whitaker
tricorpor	tricorpor		1	whitaker
tricuspis	tricuspid		1	whitaker
tridens	trident		2	whitaker
tridentifer	tridentifer		1	whitaker
tridentiger	tridentiger		1	whitaker
tridu	tridu		1	whitaker
triduan	triduan		2	whitaker
trienn	trienn		1	whitaker
trienne	trienn		1	whitaker
trienni	trienni		1	whitaker
triens	trient	usurae t~ => 4% interest	1	whitaker
trientabul	trientabul		1	whitaker
trienti	trienti		1	whitaker
trierarch	trierarch		1	whitaker
trieteric	trieteric		2	whitaker
trieteris	trieterid		1	whitaker
trifari	trifari		1	whitaker
trifariam	ADV		1	whitaker
trifarie	ADV		1	whitaker
trifauc	trifauc		1	whitaker
trifaux	trifauc		1	whitaker
trifid	trifid		1	whitaker
triform	triform		1	whitaker
trifur	trifur		1	whitaker
trifurcifer	trifurcifr		1	whitaker
trig	trig		1	whitaker
trigemin	trigemin		2	whitaker
trigen	NUM		1	whitaker
trigensim	NUM		1	whitaker
trigesim	NUM		1	whitaker
triginta	tricesim		1	whitaker
triglyph	triglyph		1	whitaker
trigon	trigon		4	whitaker
trigoni	trigoni		1	whitaker
trigonometri	trigonometri		1	whitaker
trilibr	trilibr		1	whitaker
trilingu	trilingu		1	whitaker
trilix	trilic		1	whitaker
trilustral	trilustral		1	whitaker
trim	trim		1	whitaker
trimenstr	trimenstr		1	whitaker
trimenstre	trimenstr		1	whitaker
trimestr	trimestr		1	whitaker
trimestre	trimestr		1	whitaker
trimeter	trimetr		1	whitaker
trimetr	trimetr		2	whitaker
trimod	trimod		1	whitaker
trimodi	trimodi		1	whitaker
trin	NUM		2	whitaker
trinari	trinari		1	whitaker
trinepos	trinepot		1	whitaker
trineptis	trinept		1	whitaker
trinitari	trinitari		1	whitaker
trinitas	Trinitat		1	whitaker
trinocti	trinocti		1	whitaker
trinod	trinod		1	whitaker
trio	Trion		1	whitaker
triobol	triobol		1	whitaker
tripartit	tripartit		1	whitaker
tripector	tripector		1	whitaker
tripedal	tripedal		1	whitaker
tripedane	tripedane		1	whitaker
tripertito	ADV		1	whitaker
tripes	triped		1	whitaker
tripl	NUM		1	whitaker
triplar	triplar		1	whitaker
triplex	triplic		1	whitaker
triplic	triplic		1	whitaker
triplicitas	triplicitat		1	whitaker
tripliciter	ADV		1	whitaker
tripod	tripod		1	whitaker
tripudi	tripudi		2	whitaker
tripus	tripod		2	whitaker
triquetr	triquetr		1	whitaker
trirem	trirem		1	whitaker
triremis	trirem		1	whitaker
trirot	trirot		1	whitaker
triscurri	triscurri		1	whitaker
trist	trist		2	whitaker
triste	ADV		1	whitaker
tristeg	tristeg		1	whitaker
tristicul	tristicul		1	whitaker
tristific	tristific		2	whitaker
tristimoni	tristimoni		1	whitaker
tristiti	tristiti		2	whitaker
tristitudo	tristitudin		1	whitaker
trisulc	trisulc		1	whitaker
trit	trit		2	whitaker
tritavi	tritavi		1	whitaker
tritic	tritic		1	whitaker
tritice	tritice		1	whitaker
tritici	tritici		1	whitaker
tritur	tritur		2	whitaker
triumfator	triumfator		1	whitaker
triumph	triumph		2	whitaker
triumphal	triumphal		2	whitaker
triumphe	INTERJ		1	whitaker
triumvir	triumvir		2	whitaker
triumviral	triumviral		1	whitaker
triumvirat	triumvirat		1	whitaker
trivenefic	trivenefic		1	whitaker
trivi	trivi		3	whitaker
troch	troch		1	whitaker
trochae	trochae		1	whitaker
